"Plot Title: 10995660"
"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
54,12/15/18 10:00:00 PM,0.6,0.6,0.00,0.56,30.326,100.000,0.000,-1.89,0.0063
55,12/16/18 12:00:00 AM,0.6,0.6,0.00,0.56,30.987,100.000,0.000,-1.89,0.0063
56,12/16/18 02:00:00 AM,0.6,0.6,0.00,2.82,32.243,100.000,0.000,-1.89,0.0063
57,12/16/18 04:00:00 AM,0.6,0.6,0.00,5.08,35.589,100.000,0.000,-2.01,0.0063
58,12/16/18 06:00:00 AM,0.6,0.6,0.00,2.82,36.266,100.000,0.000,-1.89,0.0063
59,12/16/18 08:00:00 AM,15.6,8.1,0.00,6.76,37.369,99.100,0.000,-2.01,0.0063
60,12/16/18 10:00:00 AM,80.6,39.4,0.00,4.50,40.064,99.700,0.020,-2.26,0.0063
61,12/16/18 12:00:00 PM,281.9,135.6,0.00,15.21,41.416,95.700,0.050,-2.39,0.0063
62,12/16/18 02:00:00 PM,31.9,14.4,0.00,10.13,39.267,96.900,0.050,-2.63,0.0063
63,12/16/18 04:00:00 PM,0.6,0.6,0.00,12.39,38.084,100.000,0.530,-2.63,0.0063
64,12/16/18 06:00:00 PM,0.6,0.6,0.00,7.31,34.713,100.000,0.290,-2.63,0.0063
65,12/16/18 08:00:00 PM,0.6,0.6,0.00,2.82,33.435,100.000,0.230,-2.51,0.0063
66,12/16/18 10:00:00 PM,0.6,0.6,0.00,5.08,34.174,100.000,0.100,-2.51,0.0063
67,12/17/18 12:00:00 AM,0.6,0.6,0.00,3.38,31.942,100.000,0.040,-3.75,0.0063
68,12/17/18 02:00:00 AM,0.6,0.6,0.00,0.00,31.942,100.000,0.000,-1.77,0.0063
69,12/17/18 04:00:00 AM,0.6,0.6,0.00,0.00,31.892,100.000,0.000,-0.28,0.0063
70,12/17/18 06:00:00 AM,0.6,0.6,0.00,0.00,31.942,100.000,0.000,-0.15,0.0063
71,12/17/18 08:00:00 AM,1.9,9.4,0.00,0.00,31.541,100.000,0.000,-0.28,0.0063
72,12/17/18 10:00:00 AM,34.4,111.9,0.00,0.00,33.633,100.000,0.000,-0.28,0.0063
73,12/17/18 12:00:00 PM,131.9,136.9,0.00,5.64,37.942,97.000,0.000,-0.52,0.0063
74,12/17/18 02:00:00 PM,69.4,41.9,0.00,1.12,36.891,97.600,0.170,-0.65,0.0063
75,12/17/18 04:00:00 PM,15.6,9.4,0.00,1.70,34.858,100.000,0.150,-0.52,0.0063
76,12/17/18 06:00:00 PM,0.6,0.6,0.00,0.00,32.491,100.000,0.020,-0.52,0.0063
77,12/17/18 08:00:00 PM,0.6,0.6,0.00,0.00,31.591,100.000,0.020,-0.52,0.0063
78,12/17/18 10:00:00 PM,0.6,0.6,0.00,0.00,31.791,100.000,0.000,-0.65,0.0063
79,12/18/18 12:00:00 AM,0.6,0.6,0.00,0.00,31.842,100.000,0.000,-0.77,0.0063
80,12/18/18 02:00:00 AM,0.6,0.6,0.00,0.00,31.791,100.000,0.000,-0.65,0.0063
81,12/18/18 04:00:00 AM,0.6,0.6,0.00,0.00,31.692,100.000,0.000,-0.77,0.0063
82,12/18/18 06:00:00 AM,0.6,0.6,0.00,0.00,31.138,100.000,0.000,-0.77,0.0063
83,12/18/18 08:00:00 AM,19.4,10.6,0.00,0.00,31.339,100.000,0.000,-0.65,0.0063
84,12/18/18 10:00:00 AM,131.9,78.1,0.00,0.56,36.120,100.000,0.010,-0.77,0.0063
85,12/18/18 12:00:00 PM,138.1,73.1,0.00,2.82,42.156,92.800,0.180,-1.02,0.0063
86,12/18/18 02:00:00 PM,121.9,65.6,0.00,3.94,39.783,98.000,0.090,-1.02,0.0063
87,12/18/18 04:00:00 PM,13.1,6.9,0.00,1.70,37.942,100.000,0.020,-1.14,0.0063
88,12/18/18 06:00:00 PM,0.6,0.6,0.00,0.56,35.346,100.000,0.050,-1.14,0.0063
89,12/18/18 08:00:00 PM,0.6,0.6,0.00,0.00,34.713,100.000,0.020,-1.14,0.0063
90,12/18/18 10:00:00 PM,0.6,0.6,0.00,2.82,39.736,100.000,0.010,-1.52,0.0063
91,12/19/18 12:00:00 AM,0.6,0.6,0.00,3.94,39.454,100.000,0.010,-1.64,0.0063
92,12/19/18 02:00:00 AM,0.6,0.6,0.00,0.56,34.615,100.000,0.010,-1.64,0.0063
93,12/19/18 04:00:00 AM,0.6,0.6,0.00,0.00,34.075,100.000,0.010,-1.39,0.0063
94,12/19/18 06:00:00 AM,0.6,0.6,0.00,0.00,33.584,100.000,0.000,-1.52,0.0063
95,12/19/18 08:00:00 AM,16.9,8.1,0.00,0.00,33.584,100.000,0.000,-1.39,0.0063
96,12/19/18 10:00:00 AM,73.1,36.9,0.00,5.08,36.505,100.000,0.000,-1.77,0.0063
97,12/19/18 12:00:00 PM,140.6,69.4,0.00,3.94,37.609,100.000,0.000,-1.77,0.0063
98,12/19/18 02:00:00 PM,61.9,31.9,0.00,4.50,42.386,96.500,0.000,-2.14,0.0063
99,12/19/18 04:00:00 PM,20.6,9.4,0.00,4.50,38.700,98.400,0.000,-2.26,0.0063
100,12/19/18 06:00:00 PM,0.6,0.6,0.00,0.00,30.987,100.000,0.000,-2.14,0.0063
101,12/19/18 08:00:00 PM,0.6,0.6,0.00,0.56,29.611,100.000,0.000,-2.01,0.0063
102,12/19/18 10:00:00 PM,0.6,0.6,0.00,0.00,28.112,100.000,0.000,-2.01,0.0063
103,12/20/18 12:00:00 AM,0.6,0.6,0.00,0.00,26.854,100.000,0.000,-1.89,0.0063
104,12/20/18 02:00:00 AM,0.6,0.6,0.00,0.00,25.686,100.000,0.000,-1.89,0.0063
105,12/20/18 04:00:00 AM,0.6,0.6,0.00,0.00,25.201,100.000,0.000,-1.77,0.0063
106,12/20/18 06:00:00 AM,0.6,0.6,0.00,0.00,24.120,100.000,0.000,-1.64,0.0063
107,12/20/18 08:00:00 AM,24.4,10.6,0.00,3.38,24.987,100.000,0.000,-1.64,0.0063
108,12/20/18 10:00:00 AM,85.6,41.9,0.00,0.00,31.642,100.000,0.000,-1.77,0.0063
109,12/20/18 12:00:00 PM,140.6,64.4,0.00,0.00,36.698,100.000,0.000,-1.89,0.0063
110,12/20/18 02:00:00 PM,70.6,31.9,0.00,0.00,38.131,100.000,0.000,-2.14,0.0063
111,12/20/18 04:00:00 PM,9.4,4.4,0.00,0.00,35.928,100.000,0.000,-2.01,0.0063
112,12/20/18 06:00:00 PM,0.6,0.6,0.00,0.56,33.928,100.000,0.000,-2.01,0.0063
113,12/20/18 08:00:00 PM,0.6,0.6,0.00,2.26,35.103,100.000,0.140,-2.14,0.0063
114,12/20/18 10:00:00 PM,0.6,0.6,0.00,0.56,32.092,100.000,0.200,-1.89,0.0063
115,12/21/18 12:00:00 AM,0.6,0.6,0.00,0.00,31.993,100.000,0.060,-1.89,0.0063
116,12/21/18 02:00:00 AM,0.6,0.6,0.00,0.00,31.993,100.000,0.050,-1.89,0.0063
117,12/21/18 04:00:00 AM,0.6,0.6,0.00,0.00,32.243,100.000,0.060,-1.89,0.0063
118,12/21/18 06:00:00 AM,0.6,0.6,0.00,1.12,32.491,100.000,0.070,-1.89,0.0063
119,12/21/18 08:00:00 AM,9.4,4.4,0.00,0.00,33.633,100.000,0.020,-2.01,0.0063
120,12/21/18 10:00:00 AM,36.9,16.9,0.00,5.08,37.702,100.000,0.040,-2.39,0.0063
121,12/21/18 12:00:00 PM,260.6,98.1,0.00,5.08,40.951,93.300,0.000,-2.51,0.0063
122,12/21/18 02:00:00 PM,39.4,28.1,0.00,6.20,40.672,78.400,0.000,-2.26,0.0063
123,12/21/18 04:00:00 PM,14.4,5.6,0.00,3.38,35.152,92.000,0.000,-2.14,0.0063
124,12/21/18 06:00:00 PM,0.6,0.6,0.00,0.00,28.735,97.700,0.000,-1.89,0.0063
125,12/21/18 08:00:00 PM,0.6,0.6,0.00,0.00,26.483,98.800,0.000,-1.89,0.0063
126,12/21/18 10:00:00 PM,0.6,0.6,0.00,0.00,24.879,99.000,0.000,-1.77,0.0063
127,12/22/18 12:00:00 AM,0.6,0.6,0.00,0.00,24.066,98.900,0.000,-1.64,0.0063
128,12/22/18 02:00:00 AM,0.6,0.6,0.00,0.56,25.952,99.100,0.000,-1.77,0.0063
129,12/22/18 04:00:00 AM,0.6,0.6,0.00,1.70,25.255,97.400,0.000,-1.64,0.0063
130,12/22/18 06:00:00 AM,0.6,0.6,0.00,3.94,25.309,93.500,0.000,-1.64,0.0063
131,12/22/18 08:00:00 AM,14.4,6.9,0.00,4.50,25.201,94.000,0.000,-1.64,0.0063
132,12/22/18 10:00:00 AM,73.1,35.6,0.00,6.20,29.970,88.400,0.000,-1.89,0.0063
133,12/22/18 12:00:00 PM,200.6,88.1,0.00,6.20,33.879,83.200,0.000,-1.89,0.0063
134,12/22/18 02:00:00 PM,88.1,39.4,0.00,7.31,37.130,73.000,0.000,-2.01,0.0063
135,12/22/18 04:00:00 PM,15.6,6.9,0.00,3.94,34.810,84.300,0.000,-2.14,0.0063
136,12/22/18 06:00:00 PM,0.6,0.6,0.00,0.00,31.339,93.700,0.000,-1.89,0.0063
137,12/22/18 08:00:00 PM,0.6,0.6,0.00,0.00,29.149,97.400,0.000,-1.89,0.0063
138,12/22/18 10:00:00 PM,0.6,0.6,0.00,0.00,29.970,98.200,0.000,-1.89,0.0063
139,12/23/18 12:00:00 AM,0.6,0.6,0.00,0.00,30.429,98.200,0.000,-1.89,0.0063
140,12/23/18 02:00:00 AM,0.6,0.6,0.00,0.00,31.037,98.400,0.000,-1.89,0.0063
141,12/23/18 04:00:00 AM,0.6,0.6,0.00,0.00,31.339,99.200,0.000,-1.89,0.0063
142,12/23/18 06:00:00 AM,0.6,0.6,0.00,0.00,31.491,99.300,0.000,-2.51,0.0063
143,12/23/18 08:00:00 AM,5.6,9.4,0.00,0.00,31.993,100.000,0.000,-1.52,0.0063
144,12/23/18 10:00:00 AM,71.9,40.6,0.00,0.00,33.485,100.000,0.000,-1.64,0.0063
145,12/23/18 12:00:00 PM,70.6,36.9,0.00,0.00,35.055,99.800,0.140,-1.64,0.0063
146,12/23/18 02:00:00 PM,21.9,10.6,0.00,1.70,34.124,100.000,0.060,-1.52,0.0063
147,12/23/18 04:00:00 PM,18.1,8.1,0.00,0.56,33.879,100.000,0.060,-1.64,0.0063
148,12/23/18 06:00:00 PM,0.6,0.6,0.00,0.00,32.641,100.000,0.010,-1.77,0.0063
149,12/23/18 08:00:00 PM,0.6,0.6,0.00,0.00,32.443,100.000,0.000,-1.64,0.0063
150,12/23/18 10:00:00 PM,0.6,0.6,0.00,0.00,32.392,100.000,0.000,-1.77,0.0063
151,12/24/18 12:00:00 AM,0.6,0.6,0.00,0.00,32.392,100.000,0.000,-1.64,0.0063
152,12/24/18 02:00:00 AM,0.6,0.6,0.00,0.00,32.193,100.000,0.000,-1.64,0.0063
153,12/24/18 04:00:00 AM,0.6,0.6,0.00,0.00,31.993,100.000,0.000,-1.77,0.0063
154,12/24/18 06:00:00 AM,0.6,0.6,0.00,0.00,32.142,100.000,0.020,-1.52,0.0063
155,12/24/18 08:00:00 AM,0.6,0.6,0.00,0.00,31.942,100.000,0.140,-1.52,0.0063
156,12/24/18 10:00:00 AM,13.1,10.6,0.00,0.00,32.142,100.000,0.060,-1.14,0.0063
157,12/24/18 12:00:00 PM,28.1,16.9,0.00,0.00,33.485,100.000,0.230,-1.14,0.0063
158,12/24/18 02:00:00 PM,38.1,18.1,0.00,6.76,36.410,100.000,0.280,-1.14,0.0063
159,12/24/18 04:00:00 PM,0.6,0.6,0.00,6.20,32.342,100.000,0.270,-1.27,0.0063
160,12/24/18 06:00:00 PM,0.6,0.6,0.00,2.82,31.892,100.000,0.000,-2.26,0.0063
161,12/24/18 08:00:00 PM,0.6,0.6,0.00,0.00,31.339,100.000,0.000,-1.77,0.0063
162,12/24/18 10:00:00 PM,0.6,0.6,0.00,0.00,31.188,100.000,0.000,-1.52,0.0063
163,12/25/18 12:00:00 AM,0.6,0.6,0.00,0.00,31.440,100.000,0.000,-1.02,0.0063
164,12/25/18 02:00:00 AM,0.6,0.6,0.00,0.00,31.743,100.000,0.000,-1.77,0.0063
165,12/25/18 04:00:00 AM,0.6,0.6,0.00,0.00,30.936,100.000,0.000,-2.01,0.0063
166,12/25/18 06:00:00 AM,0.6,0.6,0.00,0.00,29.714,100.000,0.000,-1.64,0.0063
167,12/25/18 08:00:00 AM,0.6,3.1,0.00,0.00,29.046,100.000,0.000,-1.27,0.0063
168,12/25/18 10:00:00 AM,21.9,65.6,0.00,0.00,32.841,100.000,0.000,-1.77,0.0063
169,12/25/18 12:00:00 PM,265.6,224.4,0.00,1.12,39.078,92.800,0.000,-0.15,0.0063
170,12/25/18 02:00:00 PM,25.6,16.9,0.00,4.50,36.554,94.300,0.120,-0.52,0.0063
171,12/25/18 04:00:00 PM,20.6,11.9,0.00,0.56,33.089,99.400,0.050,-0.40,0.0063
172,12/25/18 06:00:00 PM,0.6,0.6,0.00,0.56,29.817,100.000,0.000,-0.28,0.0063
173,12/25/18 08:00:00 PM,0.6,0.6,0.00,0.56,27.486,100.000,0.000,-0.28,0.0063
174,12/25/18 10:00:00 PM,0.6,0.6,0.00,1.70,26.112,99.500,0.000,-0.03,0.0063
175,12/26/18 12:00:00 AM,0.6,0.6,0.00,3.94,25.686,99.000,0.000,-0.15,0.0063
176,12/26/18 02:00:00 AM,0.6,0.6,0.00,5.08,26.218,96.100,0.000,-0.15,0.0063
177,12/26/18 04:00:00 AM,0.6,0.6,0.00,2.82,23.628,98.500,0.000,-0.15,0.0063
178,12/26/18 06:00:00 AM,0.6,0.6,0.00,0.00,22.024,99.100,0.000,-0.03,0.0063
179,12/26/18 08:00:00 AM,19.4,10.6,0.00,2.82,22.136,99.000,0.000,0.10,0.0063
180,12/26/18 10:00:00 AM,44.4,54.4,0.00,2.26,27.538,96.700,0.000,-0.03,0.0063
181,12/26/18 12:00:00 PM,166.9,101.9,0.00,7.90,37.081,71.500,0.040,-0.52,0.0063
182,12/26/18 02:00:00 PM,53.1,34.4,0.00,5.64,39.596,71.600,0.050,-0.40,0.0063
183,12/26/18 04:00:00 PM,11.9,6.9,0.00,1.70,33.237,91.300,0.020,-0.28,0.0063
184,12/26/18 06:00:00 PM,0.6,0.6,0.00,0.00,28.373,96.600,0.000,-0.03,0.0063
185,12/26/18 08:00:00 PM,0.6,0.6,0.00,0.00,27.694,98.400,0.000,0.10,0.0063
186,12/26/18 10:00:00 PM,0.6,0.6,0.00,0.00,25.041,98.900,0.000,0.10,0.0063
187,12/27/18 12:00:00 AM,0.6,0.6,0.00,0.00,23.518,99.100,0.000,0.34,0.0063
188,12/27/18 02:00:00 AM,0.6,0.6,0.00,0.00,22.469,98.900,0.000,0.34,0.0063
189,12/27/18 04:00:00 AM,0.6,0.6,0.00,1.12,22.746,98.700,0.000,0.34,0.0063
