"Plot Title: 10995660"
"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
76,04/26/19 06:00:00 AM,0.6,0.6,0.00,0.00,34.371,96.100,0.000,-4.12,0.0063
77,04/26/19 06:30:00 AM,5.6,0.6,0.00,0.00,34.174,96.100,0.000,-3.88,0.0063
78,04/26/19 07:00:00 AM,10.6,0.6,0.00,0.00,34.468,96.500,0.000,-4.00,0.0063
79,04/26/19 07:30:00 AM,19.4,1.9,0.00,0.00,35.685,96.600,0.000,-3.88,0.0063
80,04/26/19 08:00:00 AM,35.6,4.4,0.00,0.00,39.124,97.300,0.000,-4.00,0.0063
81,04/26/19 08:30:00 AM,51.9,9.4,0.00,0.00,44.082,97.700,0.000,-4.12,0.0063
82,04/26/19 09:00:00 AM,60.6,14.4,0.00,0.00,48.895,92.300,0.000,-4.25,0.0063
83,04/26/19 09:30:00 AM,86.9,39.4,0.00,1.12,56.685,77.800,0.000,-4.37,0.0063
84,04/26/19 10:00:00 AM,801.9,106.9,0.00,3.38,60.818,64.700,0.000,-4.87,0.0063
85,04/26/19 10:30:00 AM,880.6,119.4,0.00,2.82,66.301,51.300,0.000,-5.24,0.0063
86,04/26/19 11:00:00 AM,954.4,120.6,1.12,5.08,67.757,43.600,0.000,-5.24,0.0063
87,04/26/19 11:30:00 AM,1034.4,143.1,0.56,5.64,68.999,40.700,0.000,-5.49,0.0063
88,04/26/19 12:00:00 PM,1070.6,145.6,1.70,7.31,69.858,39.500,0.000,-5.24,0.0063
89,04/26/19 12:30:00 PM,1121.9,151.9,1.70,7.31,70.887,37.900,0.000,-5.74,0.0063
90,04/26/19 01:00:00 PM,1121.9,151.9,1.12,8.46,70.587,37.200,0.000,-5.49,0.0063
91,04/26/19 01:30:00 PM,1090.6,151.9,1.12,7.90,71.834,33.600,0.000,-5.37,0.0063
92,04/26/19 02:00:00 PM,1029.4,146.9,1.12,6.20,71.920,32.600,0.000,-5.74,0.0063
93,04/26/19 02:30:00 PM,953.1,129.4,1.12,6.76,72.178,31.100,0.000,-5.49,0.0063
94,04/26/19 03:00:00 PM,108.1,75.6,1.70,6.20,69.858,32.300,0.000,-5.37,0.0063
